name,rank,size,url
腾讯地图-路况精准出行必备的导航软件,,169.6 MB,https://itunes.apple.com/cn/app/%E8%85%BE%E8%AE%AF%E5%9C%B0%E5%9B%BE-%E8%B7%AF%E5%86%B5%E7%B2%BE%E5%87%86%E5%87%BA%E8%A1%8C%E5%BF%85%E5%A4%87%E7%9A%84%E5%AF%BC%E8%88%AA%E8%BD%AF%E4%BB%B6/id481623196?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
汤姆猫跑酷,,260.3 MB,https://itunes.apple.com/cn/app/%E6%B1%A4%E5%A7%86%E7%8C%AB%E8%B7%91%E9%85%B7/id1089336971?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
WWE Mayhem,,1.1 GB,https://itunes.apple.com/cn/app/wwe-mayhem/id1237514483?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
腾讯手机管家-电话防骚扰专家,,74.9 MB,https://itunes.apple.com/cn/app/%E8%85%BE%E8%AE%AF%E6%89%8B%E6%9C%BA%E7%AE%A1%E5%AE%B6-%E7%94%B5%E8%AF%9D%E7%9F%AD%E4%BF%A1%E9%98%B2%E9%AA%9A%E6%89%B0%E7%9A%84qq%E5%AE%89%E5%85%A8%E5%8A%A9%E6%89%8B/id439638720?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
扫描全能王- 文字识别翻译错题本CamScanner,,162 MB,https://itunes.apple.com/cn/app/%E6%89%AB%E6%8F%8F%E5%85%A8%E8%83%BD%E7%8E%8Bcamscanner/id388627783?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
邮储手机银行,,79.3 MB,https://itunes.apple.com/cn/app/%E9%82%AE%E5%82%A8%E6%89%8B%E6%9C%BA%E9%93%B6%E8%A1%8C/id493489515?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
招商银行,,196.1 MB,https://itunes.apple.com/cn/app/%E6%8B%9B%E5%95%86%E9%93%B6%E8%A1%8C/id392899425?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
,,,https://itunes.apple.com/cn/genre/id6017&l=
ofo共享单车-智能无桩好骑,,77.2 MB,https://itunes.apple.com/cn/app/ofo%E5%85%B1%E4%BA%AB%E5%8D%95%E8%BD%A6-%E6%99%BA%E8%83%BD%E6%97%A0%E6%A1%A9%E5%A5%BD%E9%AA%91/id1056015676?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
淘票票——淘出好时光,,207.1 MB,https://itunes.apple.com/cn/app/%E6%B7%98%E7%A5%A8%E7%A5%A8-%E6%B7%98%E5%87%BA%E5%A5%BD%E6%97%B6%E5%85%89/id566813949?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
唱吧-手机KTV短视频,,273.9 MB,https://itunes.apple.com/cn/app/%E5%94%B1%E5%90%A7-%E6%97%B6%E5%B0%9A%E7%9A%84%E6%89%8B%E6%9C%BAktv/id509885060?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
车轮-查违章2018全国车辆违章查询助手,,135.7 MB,https://itunes.apple.com/cn/app/%E8%BD%A6%E8%BD%AE%E6%9F%A5%E8%BF%9D%E7%AB%A0-2018%E5%85%A8%E5%9B%BD%E8%BD%A6%E8%BE%86%E8%BF%9D%E7%AB%A0%E6%9F%A5%E8%AF%A2%E5%8A%A9%E6%89%8B/id578186621?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
前程无忧51Job-求职招聘找工作,,53.2 MB,https://itunes.apple.com/cn/app/%E5%89%8D%E7%A8%8B%E6%97%A0%E5%BF%A751job-%E6%B1%82%E8%81%8C%E6%8B%9B%E8%81%98%E6%89%BE%E5%B7%A5%E4%BD%9C/id415443644?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
铃声多多-手机铃声大全,,34.9 MB,https://itunes.apple.com/cn/app/%E9%93%83%E5%A3%B0%E5%A4%9A%E5%A4%9A-%E6%89%8B%E6%9C%BA%E9%93%83%E5%A3%B0%E5%A4%A7%E5%85%A8/id801599025?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
Boss直聘-招聘求职找工作神器,,110.7 MB,https://itunes.apple.com/cn/app/boss%E7%9B%B4%E8%81%98-%E6%8B%9B%E8%81%98%E6%B1%82%E8%81%8C%E6%89%BE%E5%B7%A5%E4%BD%9C%E7%A5%9E%E5%99%A8/id887314963?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
作业帮-中小学搜题答疑辅导利器,,300.4 MB,https://itunes.apple.com/cn/app/%E4%BD%9C%E4%B8%9A%E5%B8%AE-%E4%B8%AD%E5%B0%8F%E5%AD%A6%E6%90%9C%E9%A2%98%E7%AD%94%E7%96%91%E5%AD%A6%E4%B9%A0%E5%8A%A9%E6%89%8B/id803781859?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
工银融e联,,176.8 MB,https://itunes.apple.com/cn/app/%E5%B7%A5%E9%93%B6%E8%9E%8De%E8%81%94/id796870199?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
"口碑-美食外卖,点餐订餐平台",,117.3 MB,https://itunes.apple.com/cn/app/%E5%8F%A3%E7%A2%91-%E5%90%83%E5%96%9D%E7%8E%A9%E4%B9%90-%E5%B0%B1%E7%94%A8%E5%8F%A3%E7%A2%91/id390860325?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
,,,https://itunes.apple.com/cn/genre/id6014&l=
中国银行手机银行,,214.4 MB,https://itunes.apple.com/cn/app/%E4%B8%AD%E5%9B%BD%E9%93%B6%E8%A1%8C%E6%89%8B%E6%9C%BA%E9%93%B6%E8%A1%8C/id399608199?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
,,,https://itunes.apple.com/cn/genre/id6023&l=
中国联通手机营业厅客户端(官方版),,91.2 MB,https://itunes.apple.com/cn/app/%E4%B8%AD%E5%9B%BD%E8%81%94%E9%80%9A%E6%89%8B%E6%9C%BA%E8%90%A5%E4%B8%9A%E5%8E%85%E5%AE%A2%E6%88%B7%E7%AB%AF-%E5%AE%98%E6%96%B9%E7%89%88/id416457422?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
智联招聘网-找工作求职人才招聘软件,,141.3 MB,https://itunes.apple.com/cn/app/%E6%99%BA%E8%81%94%E6%8B%9B%E8%81%98%E7%BD%91-%E6%89%BE%E5%B7%A5%E4%BD%9C%E6%B1%82%E8%81%8C%E4%BA%BA%E6%89%8D%E6%8B%9B%E8%81%98%E8%BD%AF%E4%BB%B6/id488033535?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
开心消消乐®,,198.6 MB,https://itunes.apple.com/cn/app/%E5%BC%80%E5%BF%83%E6%B6%88%E6%B6%88%E4%B9%90/id791532221?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
转转二手交易网-一个帮你赚钱的网站,,126.4 MB,https://itunes.apple.com/cn/app/%E8%BD%AC%E8%BD%AC-%E6%9B%B4%E4%B8%93%E4%B8%9A%E7%9A%84%E4%BA%8C%E6%89%8B%E9%97%B2%E7%BD%AE%E4%BA%A4%E6%98%93%E5%B9%B3%E5%8F%B0/id1002355194?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
腾讯欢乐麻将全集,,300.4 MB,https://itunes.apple.com/cn/app/%E8%85%BE%E8%AE%AF%E6%AC%A2%E4%B9%90%E9%BA%BB%E5%B0%86%E5%85%A8%E9%9B%86/id689180123?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
,,,https://itunes.apple.com/cn/genre/id6009&l=
修罗道,,1.2 GB,https://itunes.apple.com/cn/app/shurado/id1281812062?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
"美团外卖-外卖订餐,送啥都快",,146 MB,https://itunes.apple.com/cn/app/%E7%BE%8E%E5%9B%A2%E5%A4%96%E5%8D%96-%E5%A4%96%E5%8D%96%E8%AE%A2%E9%A4%90%E9%80%81%E5%88%B0%E5%AE%B6/id737310995?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
,,,https://itunes.apple.com/cn/genre/id6007&l=
搜狗输入法-语音输入文字扫描,,117.3 MB,https://itunes.apple.com/cn/app/%E6%90%9C%E7%8B%97%E8%BE%93%E5%85%A5%E6%B3%95-%E8%AF%AD%E9%9F%B3%E8%BE%93%E5%85%A5%E6%96%87%E5%AD%97%E6%89%AB%E6%8F%8F/id917670924?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
,,,https://itunes.apple.com/cn/genre/id6003&l=
小红书 - 标记我的生活,,141.1 MB,https://itunes.apple.com/cn/app/%E5%B0%8F%E7%BA%A2%E4%B9%A6-%E6%A0%87%E8%AE%B0%E6%88%91%E7%9A%84%E7%94%9F%E6%B4%BB/id741292507?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
闲鱼-旧手机换新，高价回收，2亿人都在用,,221.1 MB,https://itunes.apple.com/cn/app/%E9%97%B2%E9%B1%BC-%E6%8C%82%E9%97%B2%E9%B1%BC-%E9%97%B2%E7%BD%AE%E8%83%BD%E6%8D%A2%E9%92%B1/id510909506?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
B612咔叽 - 点缀你的自然美,,135.7 MB,https://itunes.apple.com/cn/app/b612%E5%92%94%E5%8F%BD-%E5%85%A8%E7%90%83%E8%87%AA%E6%8B%8D%E8%BE%BE%E4%BA%BA%E7%9A%84%E6%96%B0%E5%9C%A3%E5%9C%B0/id1125855154?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
无他相机-拍好不用P,,121.1 MB,https://itunes.apple.com/cn/app/%E6%97%A0%E4%BB%96%E7%9B%B8%E6%9C%BA-%E6%8B%8D%E5%A5%BD%E4%B8%8D%E7%94%A8p/id1061534032?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
腾讯新闻-事实派的热点资讯娱乐短视频软件,,181.1 MB,https://itunes.apple.com/cn/app/%E8%85%BE%E8%AE%AF%E6%96%B0%E9%97%BB-%E4%BA%8B%E5%AE%9E%E6%B4%BE%E7%9A%84%E7%83%AD%E7%82%B9%E8%B5%84%E8%AE%AF%E5%A8%B1%E4%B9%90%E7%9F%AD%E8%A7%86%E9%A2%91%E8%BD%AF%E4%BB%B6/id399363156?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
QQ同步助手-手机通讯录安全备份管家,,142.9 MB,https://itunes.apple.com/cn/app/qq%E5%90%8C%E6%AD%A5%E5%8A%A9%E6%89%8B-%E6%89%8B%E6%9C%BA%E9%80%9A%E8%AE%AF%E5%BD%95%E5%AE%89%E5%85%A8%E5%A4%87%E4%BB%BD%E7%AE%A1%E5%AE%B6/id389481236?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
美图秀秀,,246.8 MB,https://itunes.apple.com/cn/app/%E7%BE%8E%E5%9B%BE%E7%A7%80%E7%A7%80/id416048305?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
QQ邮箱,,131.9 MB,https://itunes.apple.com/cn/app/qq%E9%82%AE%E7%AE%B1/id473225145?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
,,,https://itunes.apple.com/cn/genre/id6002&l=
百度网盘,,181.5 MB,https://itunes.apple.com/cn/app/%E7%99%BE%E5%BA%A6%E7%BD%91%E7%9B%98/id547166701?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
,,,https://itunes.apple.com/cn/genre/id6011&l=
,,,https://itunes.apple.com/cn/genre/id6016&l=
,,,https://itunes.apple.com/cn/genre/id6010&l=
滴滴出行-滴滴一下，美好出行,,263.2 MB,https://itunes.apple.com/cn/app/%E6%BB%B4%E6%BB%B4%E5%87%BA%E8%A1%8C-%E6%BB%B4%E6%BB%B4%E4%B8%80%E4%B8%8B-%E7%BE%8E%E5%A5%BD%E5%87%BA%E8%A1%8C/id554499054?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
BeautyCam美颜相机,,152.1 MB,https://itunes.apple.com/cn/app/beautycam%E7%BE%8E%E9%A2%9C%E7%9B%B8%E6%9C%BA/id592331499?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
全民K歌 – 唱歌短视频社交平台,,199.5 MB,https://itunes.apple.com/cn/app/%E5%85%A8%E6%B0%91k%E6%AD%8C/id910513149?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
,,,https://itunes.apple.com/cn/genre/id6024&l=
Faceu激萌 - 新版自拍更美哟,,108.9 MB,https://itunes.apple.com/cn/app/faceu%E6%BF%80%E8%90%8C-%E6%8B%9C%E5%B9%B4%E8%90%8C%E7%BF%BB%E5%A4%A9%E7%9A%84ar%E7%9B%B8%E6%9C%BA/id955253735?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
WiFi万能钥匙-Wi-Fi安全一键连,,79 MB,https://itunes.apple.com/cn/app/wifi%E4%B8%87%E8%83%BD%E9%92%A5%E5%8C%99-%E5%AE%89%E5%85%A8wi-fi%E4%B8%80%E9%94%AE%E8%BF%9E/id919854496?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
,,,https://itunes.apple.com/cn/genre/id6005&l=
QQ音乐 - 听我想听的歌,,191.7 MB,https://itunes.apple.com/cn/app/qq%E9%9F%B3%E4%B9%90-%E6%AD%8C%E6%89%8B-%E5%AE%98%E6%96%B9%E6%8C%87%E5%AE%9A%E9%9F%B3%E4%B9%90app/id414603431?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
,,,https://itunes.apple.com/cn/genre/id6012&l=
优酷视频-蚀日风暴全网独播,,276.6 MB,https://itunes.apple.com/cn/app/%E4%BC%98%E9%85%B7%E8%A7%86%E9%A2%91-%E7%BB%88%E6%9E%81%E4%B8%80%E7%8F%AD5-%E5%85%A8%E7%BD%91%E7%8B%AC%E6%92%AD/id336141475?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
,,,https://itunes.apple.com/cn/genre/id6008&l=
"高德地图-精准地图,导航出行必备",,338.9 MB,https://itunes.apple.com/cn/app/%E9%AB%98%E5%BE%B7%E5%9C%B0%E5%9B%BE-%E7%B2%BE%E5%87%86%E5%9C%B0%E5%9B%BE-%E5%AF%BC%E8%88%AA%E5%BF%85%E5%A4%87/id461703208?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
拼多多 - 3亿人都在拼的购物App,,78.6 MB,https://itunes.apple.com/cn/app/%E6%8B%BC%E5%A4%9A%E5%A4%9A-3%E4%BA%BF%E4%BA%BA%E9%83%BD%E5%9C%A8%E6%8B%BC/id1044283059?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
支付宝 - 让生活更简单,,243.1 MB,https://itunes.apple.com/cn/app/%E6%94%AF%E4%BB%98%E5%AE%9D-%E8%AE%A9%E7%94%9F%E6%B4%BB%E6%9B%B4%E7%AE%80%E5%8D%95/id333206289?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
QQ,,331.8 MB,https://itunes.apple.com/cn/app/qq/id444934666?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
微信,,325 MB,https://itunes.apple.com/cn/app/%E5%BE%AE%E4%BF%A1/id414478124?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
交管12123,,116.2 MB,https://itunes.apple.com/cn/app/%E4%BA%A4%E7%AE%A112123/id1039727169?mt=8&v0=WWW-GCCN-ITSTOP100-FREEAPPS&l=&ign-mpt=uo%3D4
